"도시별","지출목적별","항목","단위","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"울산광역시","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","48.605","50.521","53.013","58.169","57.946","58.584","60.552","62.637","65.469","67.036","68.389","69.529","70.902","74.43","77.753","79.546","83.186","85.028","87.993","88.95","91.347","93.762","96.449","98.58","99.132","100","102.91","110.18","116.46","119.86","123.17",
"울산광역시","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","44.847","46.918","49.157","54.139","52.771","52.597","56.098","58.535","60.892","62.72","63.364","66.754","70.133","76.433","81.698","85.117","88.783","86.137","86.536","88.513","90.775","94.088","96.709","97.278","98.636","100","102.4","108.04","114.61","118.45","123.32",
"세종특별자치시","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.626","96.311","98.205","99.232","99.566","100","102.71","108.23","111.46","114.1","116.79",
"세종특별자치시","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.898","91.031","94.482","96.533","96.714","100","104.5","110.67","116.6","121.5","125.22",
"세종특별자치시","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.818","97.365","99.183","99.364","99.544","100","100.28","103.61","104.7","106.28","105.92",
"세종특별자치시","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.989","97.86","99.029","100.076","99.389","100","100.65","104.05","111.26","115.56","117.73",
"세종특별자치시","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.527","94.15","95.868","96.39","98.222","100","104.5","112.7","117.02","119.56","122.05",
"세종특별자치시","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.481","95.788","96.734","98.371","100.064","100","101.63","105.88","111.49","113.79","116.81",
"세종특별자치시","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.28","98.022","98.734","98.376","98.82","100","99.48","100.22","101.61","103.57","105.38",
"세종특별자치시","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.49","98.568","102.204","104.434","101.796","100","106.61","116.68","112.45","113.34","114.65",
"세종특별자치시","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.192","105.275","105.559","104.614","102.181","100","99.45","100.26","101.14","101.39","100.35",
"세종특별자치시","09 오락 및 문화","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.393","100.349","100.886","101.134","101.008","100","100.41","103.24","106.6","107.9","109.17",
"세종특별자치시","10 교육","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.192","102.591","103.334","103.8","104.273","100","100.48","101.52","103.49","105.91","108.63",
"세종특별자치시","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.55","93.523","95.03","96.63","98.471","100","102.17","109.54","114.88","117.78","122.73",
"세종특별자치시","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.824","92.454","95.651","96.744","98.602","100","102.2","107.91","113.9","118.29","123.53",
"경기도","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","37.386","40.807","43.782","46.044","48.86","51.428","54.343","56.786","60.816","61.373","62.912","65.528","67.577","69.868","72.28","74.284","76.097","78.004","81.767","84.138","86.546","89.871","91.769","92.89","94.038","94.734","95.624","97.545","98.994","99.396","100","102.57","107.72","111.55","114.13","116.65",
"경기도","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","27.968","30.944","33.084","33.925","37.45","39.458","41.566","43.128","46.052","47.818","48.363","50.933","53.693","55.886","59.992","61.808","62.519","63.678","66.655","71.703","76.566","82.946","85.659","86.667","86.888","88.176","89.972","93.133","95.521","95.707","100","106.33","112.76","118.49","122.64","126.73",
"경기도","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","26.147","27.03","28.533","30.025","33.195","33.767","36.781","39.249","41.858","44.942","45.183","47.445","51.112","52.554","53.054","60.956","60.769","61.094","61.526","62.202","62.425","62.878","63.804","64.985","64.973","96.028","96.707","98.433","98.76","99.594","100","100.55","102.72","103.73","104.78","105.22",
"경기도","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","46.251","48.614","51.952","54.246","55.583","56.817","57.632","58.488","60.861","61.713","62.623","64.595","66.688","69.056","69.14","69.864","71.692","73.55","75.448","79.174","81.387","84.114","88.171","90.686","94.286","95.497","97.251","98.346","99.362","99.259","100","100.52","103.61","110.62","114.34","116.59",
"경기도","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","34.953","38.591","41.617","44.261","46.012","47.949","50.622","53.527","58.034","56.891","59.845","63.45","65.984","68.786","70.666","71.697","73.848","75.951","79.196","80.809","82.286","85.852","89.843","92.95","95.534","95.953","95.72","97.748","98.382","99.38","100","101.92","107.15","112.51","114.95","117.25",
"경기도","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","56.278","59.336","60.865","63.361","65.143","66.889","68.271","68.321","72.568","71.404","69.842","71.472","72.491","73.539","73.382","73.935","74.12","76.073","79.553","83.108","83.193","86.639","88.275","88.463","90.962","93.461","94.981","95.945","98.044","100.001","100","101.7","106.42","112.41","114.69","117.87",
"경기도","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","46.186","48.604","50.458","52.059","54.165","56.918","59.427","61.153","64.819","65.365","70.05","78.112","77.633","79.343","80.674","82.577","84.367","85.674","87.69","89.865","91.702","93.3","94.026","94.187","94.75","95.97","96.902","97.826","97.977","98.425","100","99.89","100.66","102.42","104.35","105.46",
"경기도","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","29.312","32.632","36.485","40.34","43.718","46.566","49.918","54.889","64.574","66.025","69.022","71.956","72.691","75.734","78.719","83.041","86.818","89.952","98.248","94.505","99.826","106.672","110.925","110.089","107.944","99.302","97.342","100.645","103.134","101.277","100","106.24","116.42","112.01","112.85","114.36",
"경기도","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","161.888","159.919","160.041","158.274","153.73","149.439","148.654","143.96","144.309","142.765","138.506","133.994","127.934","121.378","119.462","117.323","115.563","113.022","111.38","111.175","110.154","108.366","105.475","105.312","105.216","104.983","105.066","105.351","104.461","102.093","100","99.16","100.06","101.14","101.4","100.46",
"경기도","09 오락 및 문화","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","73.691","77.087","79.783","83.522","84.806","88.365","92.431","93.764","96.482","96.142","95.422","94.738","95.43","95.772","95.629","95.78","93.489","91.733","93.274","96.003","96.985","98.302","98.205","99.187","99.739","99.339","101.035","101.038","101.431","101.085","100","100.39","103.15","106.99","108.48","109.94",
"경기도","10 교육","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","23.027","25.983","29.2","32.462","35.848","41.051","46.693","50.51","52.197","53.025","55.597","57.913","61.055","64.743","68.542","71.673","75.705","80.155","85.077","87.449","89.393","90.92","92.588","93.754","95.053","96.685","98.161","99.27","100.927","101.756","100","100.82","102.42","104.67","106.64","109.16",
"경기도","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","34.685","40.925","45.943","48.14","50.53","53.8","56.575","58.534","61.462","62.008","62.292","63.392","66.003","68.25","70.986","72.937","74.079","75.283","78.699","81.757","82.791","85.64","86.495","87.42","88.742","90.436","92.285","94.58","97.524","99.296","100","102.75","110.76","117.77","121.67","125.29",
"경기도","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","39.207","41.106","42.922","44.728","46.15","47.506","49.944","52.086","56.821","55.717","56.458","58.979","60.438","61.468","62.945","63.729","67.57","71.165","78.001","83.436","86.57","89.513","86.028","85.811","87.953","90.272","93.354","95.667","96.166","97.905","100","102.23","108.66","114.99","119.66","125.36",
"수원시","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","28.147","29.683","30.18","32.421","34.053","36.983","40.311","43.165","45.596","48.648","51.08","54.225","56.686","60.584","61.014","62.605","65.261","66.8","69.179","71.616","73.52","75.285","77.282","81.179","83.85","86.411","89.839","91.892","93.035","94.199","95.04","95.696","97.506","98.995","99.336","100","102.59","107.93","111.8","114.15","116.68",
"수원시","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","22.415","24.298","23.612","26.123","27.057","29.718","32.858","35.221","36.32","40.375","42.135","44.421","45.871","49.01","50.938","51.3","53.843","55.947","57.935","62.192","63.606","64.311","65.679","69.061","74.701","79.298","85.677","88.088","88.756","88.28","89.322","90.402","93.352","95.697","96.196","100","106.53","113","118.06","121.94","126.36",
"수원시","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","22.311","22.702","22.904","23.563","24.816","26.202","26.95","28.278","29.821","33.034","33.594","36.609","39.492","41.409","44.716","44.774","46.916","50.266","51.894","52.345","60.688","60.4","60.834","61.269","61.922","62.068","62.808","63.615","64.672","64.538","95.721","96.328","98.259","98.539","99.301","100","100.67","103.05","104.01","105.01","105.32",
"수원시","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","29.316","31.363","33.681","36.551","41.12","45.585","48.183","51.336","54.193","55.689","56.98","58.129","58.894","61.311","61.805","63.006","65.064","67.265","69.664","69.853","70.583","72.536","74.106","75.765","79.559","82.007","84.617","88.463","91.118","94.832","96.282","98.055","98.93","100.087","99.226","100","100.49","103.58","110.46","114.17","116.39",
"수원시","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","26.13","27.095","28.103","29.527","30.819","32.744","36.215","39.353","42.553","44.769","46.987","50.096","53.233","57.407","55.281","57.934","62.191","63.866","67.081","69.248","70.281","72.378","75.289","78.381","79.136","80.572","84.433","88.34","91.371","94.201","94.817","94.666","96.458","97.629","98.481","100","102.03","107.3","112.5","114.22","116.95",
"수원시","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","39.624","40.64","42.413","45.668","49.729","53.393","56.362","57.389","59.556","61.759","63.142","64.805","65.447","68.978","67.615","67.168","68.645","69.384","71.517","71.198","72.094","72.257","74.317","78.155","81.231","81.024","85.489","87.206","86.898","90.173","92.997","94.282","95.57","98.387","100.26","100","101.77","106.41","112.21","115.01","118.1",
"수원시","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","38.172","38.442","38.913","40.621","41.486","44.581","47.386","48.916","50.796","53.262","55.927","58.471","60.587","64.605","65.224","70.146","77.798","76.991","78.47","79.733","81.714","83.3","84.594","87.223","89.524","91.767","93.434","94.037","93.917","94.244","95.684","96.606","97.459","97.742","98.512","100","99.86","100.72","102.66","104.4","105.68",
"수원시","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","27.615","28.093","28.384","29.39","30.718","31.627","34.426","37.96","41.21","44.465","47.097","50.516","55.575","65.29","66.895","69.841","72.617","73.007","76.085","78.948","83.131","86.975","90.105","98.381","94.62","100.091","106.998","111.651","111.03","108.579","99.596","97.386","100.615","103.254","101.467","100","106.21","116.49","111.82","112.76","114.37",
"수원시","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","171.6","177.145","177.216","176.773","158.289","164.367","161.546","161.163","159.311","154.583","149.743","147.959","142.332","143.667","142.819","138.501","133.723","127.642","121.19","119.332","117.263","115.504","112.943","111.322","111.117","110.097","108.3","105.421","105.279","105.224","104.983","105.066","105.351","104.461","102.093","100","99.16","100.06","101.14","101.4","100.46",
"수원시","09 오락 및 문화","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","60.369","62.224","63.754","66.782","69.021","73.263","76.98","79.434","81.76","83.244","87.115","90.933","92.044","94.745","94.614","94.186","93.409","93.997","94.249","94.06","94.484","92.232","90.697","92.476","95.508","96.665","98.035","97.865","98.783","99.376","99.084","100.796","100.865","101.206","100.94","100","100.12","102.58","105.96","107.32","108.86",
"수원시","10 교육","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","14.228","15.167","15.815","17.386","19.088","21.387","23.96","27.37","30.442","34.017","38.924","44.782","48.103","48.988","50.105","52.635","54.574","57.487","60.966","64.976","67.802","71.875","76.322","81.717","85.802","88.176","89.219","91.548","92.895","95.2","97.731","99.27","100.283","101","102.281","100","100.8","103.12","105.86","107.35","109.65",
"수원시","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","20.012","21.112","23.763","25.667","29.369","34.744","40.89","44.903","47.454","50.193","52.942","56.052","58.399","62.069","62.797","63.757","64.576","66.675","69.018","71.356","73.077","74.088","75.093","78.796","82.651","84.478","87.765","88.807","89.73","90.453","91.853","92.941","95.01","97.94","98.961","100","102.62","111.08","119.6","123.26","125.93",
"수원시","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","34.404","36.48","37.899","39.25","37.948","38.596","40.541","40.866","42.655","43.945","45.806","48.661","50.491","54.544","53.545","54.645","57.249","58.196","58.966","60.437","61.576","64.593","67.102","73.259","79.354","82.457","85.796","83.994","85.022","87.58","90.781","93.653","96.16","96.275","97.959","100","102.39","109.94","115.61","120.15","126.43",
"성남시","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","37.207","40.351","43.527","45.626","48.237","51.164","54.221","56.937","61.128","61.619","62.647","65.289","67.58","69.929","72.346","74.361","76.301","78.296","82.082","84.257","86.32","89.406","91.543","92.672","93.861","94.584","95.388","97.237","98.827","99.403","100","102.42","107.32","111.04","113.85","116.41",
"성남시","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","28.803","31.393","33.522","33.606","37.058","39.336","40.854","42.919","46.63","48.41","48.711","51.683","54.626","56.785","60.503","61.659","62.384","63.689","66.34","70.693","76.133","81.33","84.572","85.892","86.24","87.049","88.286","91.734","94.215","95.184","100","105.72","111.9","118.46","124.42","127.88",
"성남시","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","26.816","27.522","28.224","29.665","33.619","33.991","37.442","40.264","42.887","45.637","45.552","47.456","51.389","52.967","53.176","60.988","60.887","61.253","61.659","62.34","62.594","63.074","64.126","65.209","65.308","96.359","97.108","98.658","98.829","99.666","100","100.66","103.38","104.48","105.85","106.12",
"성남시","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","46.675","48.507","52.271","53.485","54.683","55.675","56.256","57.063","59.786","61.127","61.944","63.838","65.897","68.251","68.447","69.107","70.967","72.948","74.769","78.42","80.595","83.43","87.553","90.143","93.623","94.657","96.298","97.522","98.534","99.016","100","100.65","103.64","110.75","114.45","116.61",
"성남시","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","36.342","39.577","42.414","44.607","45.755","47.651","50.693","53.85","58.087","57.027","58.877","62.272","65.27","67.978","70.147","71.363","74.117","76.371","79.499","81.141","82.253","86.461","91.108","94.425","97.421","98.111","98.108","99.801","99.899","100.679","100","102.59","107.42","113.21","115.38","117.88",
"성남시","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","60.82","61.95","62.649","64.748","66.126","67.703","68.673","69.086","73.571","73.599","70.383","70.981","73.556","73.656","73.016","73.727","73.917","75.846","79.317","83.316","83.536","86.515","88.606","88.716","91.65","94.47","95.711","96.398","98.204","100.249","100","101.47","106.6","113.65","115.36","118.69",
"성남시","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","47.189","49.03","51.078","52.671","54.11","56.611","58.861","60.617","64.886","65.424","69.514","77.479","76.998","78.927","80.19","81.76","84.595","85.657","87.606","89.663","91.681","93.812","94.63","94.867","95.617","96.53","97.318","98.024","98.242","98.378","100","99.38","99.84","101.55","103.26","104.45",
"성남시","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","25.573","29.187","33.505","38.004","41.463","44.928","48.317","53.129","62.637","64.52","67.164","70.013","70.914","73.847","76.981","81.489","85.407","89.086","97.546","94.132","99.412","105.676","109.859","109.028","106.965","98.777","97.01","100.287","102.482","100.997","100","105.57","114.88","110.34","111.55","113.44",
"성남시","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","156.715","156.57","157.706","156.767","153.019","149.961","148.648","143.361","144.837","142.938","138.802","134.314","127.905","121.463","119.531","117.425","115.653","113.1","111.378","111.221","110.17","108.381","105.49","105.323","105.221","104.991","105.074","105.358","104.467","102.097","100","99.16","100.06","101.14","101.4","100.46",
"성남시","09 오락 및 문화","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","72.501","75.323","78.882","83.564","85.208","90","94.209","94.779","97.48","96.144","94.718","94.624","96.045","96.092","95.682","95.627","93.308","91.539","93.284","95.874","96.798","98.121","97.99","99.024","99.591","99.353","100.96","101.009","101.682","101.276","100","100.62","103.16","107.6","109.59","111.06",
"성남시","10 교육","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","23.088","26.458","29.076","32.44","35.762","41.446","48.707","53.597","55.254","55.578","57.42","59.636","62.292","66.628","70.758","75.181","78.834","83.268","87.842","89.64","90.605","91.45","93.746","93.754","93.971","95.456","95.901","96.963","99.754","100.853","100","101.11","102.37","103.9","106.02","108.17",
"성남시","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","34.059","39.804","45.937","48.637","50.354","53.947","57.673","59.309","61.301","61.044","61.392","62.932","65.781","68.036","70.594","72.614","73.661","74.932","79.313","82.133","80.917","82.927","83.566","85.011","86.535","88.756","91.105","92.952","96.995","98.968","100","101.94","109.91","114.89","118.54","122.92",
"성남시","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","38.722","39.886","43.771","45.332","46.246","47.322","49.492","51.893","57.134","55.47","56.072","58.8","61.486","63.186","64.859","64.738","68.622","72.198","78.86","84.304","87.625","90.866","86.901","86.347","88.866","90.614","93.449","96.311","96.474","98.059","100","102.36","108.68","114.88","119.96","125.22",
"의정부시","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","37.608","40.824","43.692","45.864","48.767","51.07","54.135","56.399","60.318","60.978","62.374","64.806","66.995","69.308","72.167","73.715","75.282","77.063","80.884","83.477","86.493","89.852","91.503","93.172","94.204","94.536","95.578","97.395","98.98","99.456","100","102.75","108.29","112.16","115","116.96",
"의정부시","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","26.858","29.365","31.09","32.48","36.059","37.597","39.721","41.513","44.072","45.56","45.519","47.417","50.629","52.643","57.753","58.823","59.063","60.597","63.759","69.381","75.674","82.674","85.076","87.744","87.603","88.798","90.728","93.417","95.479","95.418","100","106.97","114.96","120.36","124.05","129.11",
"의정부시","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","24.693","25.358","27.107","28.823","31.452","32.073","34.777","37.099","40.174","43.696","45.113","47.505","50.839","52.218","52.23","59.928","59.754","59.953","60.397","61.196","61.496","62.029","63.145","64.781","64.872","95.523","96.127","98.103","98.99","99.883","100","100.38","102.78","103.92","105.31","105.58",
"의정부시","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","46.64","49.854","53.646","54.369","55.112","57.345","58.053","58.937","60.906","62.359","63.363","65.353","67.344","69.678","69.953","70.328","71.986","73.99","76.147","80.026","82.085","84.917","89.006","91.709","95.321","96.371","97.986","98.865","100.122","99.97","100","100.52","103.72","111.36","115.31","117.69",
"의정부시","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","38.554","42.985","45.712","48.59","51.186","52.646","55.234","58.033","63.27","61.867","63.504","65.795","68.166","71.123","73.235","73.834","74.966","75.938","80.054","82.65","84.833","87.668","91.395","95.103","97.443","96.538","96.283","97.825","98.809","99.505","100","101.42","106.7","112.55","116.73","115.14",
"의정부시","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","61.034","62.708","65.241","67.926","69.63","72.388","73.172","73.57","76.29","74.415","72.786","74.224","75.188","75.48","75.049","75.001","75.288","76.375","79.294","83.369","83.369","87.044","88.85","88.966","92.116","94.065","95.126","95.786","97.818","99.744","100","101.76","106.43","112.45","115.27","118.87",
"의정부시","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","43.971","46.455","48.581","50.424","53.377","56.139","58.379","60.288","63.225","63.543","69.205","77.526","77.549","79.526","81.239","83.436","84.84","86.878","88.192","90.354","92.038","93.173","94.004","94.109","94.548","96.12","97.125","97.992","98.183","98.608","100","99.87","100.86","102.6","104.46","105.52",
"의정부시","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","31.606","34.6","37.972","40.851","43.912","45.891","49.107","53.952","64.037","65.33","67.938","70.82","71.618","75.271","78.572","82.627","86.393","89.278","97.699","93.898","99.377","106.574","110.639","109.569","107.324","98.925","97.049","100.443","102.806","100.988","100","106.62","116.39","111.75","112.4","114.04",
"의정부시","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","157.174","156.86","157.856","156.859","153.007","149.915","148.515","144.793","144.33","143.219","138.411","133.981","128.525","121.72","119.655","117.414","115.653","113.109","111.388","111.26","110.107","108.362","105.49","105.323","105.22","104.983","105.066","105.351","104.461","102.093","100","99.16","100.06","101.14","101.4","100.46",
"의정부시","09 오락 및 문화","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","73.359","75.664","77.21","80.029","81.631","85.158","88.423","90.644","91.162","92.028","91.566","91.886","93.206","93.764","94.397","94.748","92.766","90.958","92","94.63","95.853","97.675","97.849","98.84","99.175","98.868","100.672","100.715","101.18","101.097","100","100.45","103.5","107.28","108.75","110.59",
"의정부시","10 교육","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","20.341","23.459","27.133","30.642","32.652","38.115","45.359","47.344","48.85","50.628","55.264","59.819","62.706","65.625","69.507","71.374","75.592","79.531","84.159","86.2","88.145","88.931","89.24","92.406","93.496","94.577","97.312","97.793","100.187","100.93","100","101.65","104.58","107.59","109.96","113.32",
"의정부시","11 음식 및 숙박","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","33.465","37.86","42.291","43.713","46.811","49.734","52.316","53.962","57.584","58.108","58.469","59.01","62.313","65.09","68.529","70.513","71.829","73.374","76.564","79.549","81.12","84.925","85.856","86.607","87.84","89.04","90.929","94.199","97.549","100.092","100","103.22","111.88","118.53","122.13","125.19",
"의정부시","12 기타 상품 및 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","38.46","41.118","43.178","45.595","46.092","46.586","49.338","51.248","55.759","54.602","54.463","57.349","58.443","59.832","61.402","62.186","65.581","69.8","76.288","80.999","85.916","89.03","85.299","85.268","87.925","90.166","93.418","95.558","95.753","98.244","100","102.28","107.97","113.85","118.17","123.53",
"안양시","0 총지수","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","51.587","54.303","56.672","60.55","61.174","62.956","65.475","67.652","70.129","72.343","74.494","76.43","78.392","81.912","84.091","86.494","89.918","91.833","92.807","93.968","94.566","95.359","97.309","98.617","99.301","100","102.54","107.62","112.1","114.53","117.25",
"안양시","01 식료품 및 비주류음료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","40.751","42.751","44.81","46.857","48.44","49.316","52.045","54.301","56.364","60.712","62.8","63.119","64.087","66.704","71.147","76.177","81.484","85.09","85.554","86.039","87.821","89.806","92.654","94.254","95.653","100","105.88","112.45","119.44","122.6","127",
"안양시","02 주류 및 담배","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","33.194","36.421","38.562","42.01","45.282","45.053","47.365","51.266","52.565","53","60.773","60.692","61.021","61.446","62.262","62.363","62.514","63.423","64.728","64.64","95.429","95.696","97.965","98.258","99.288","100","100.5","102.46","103.39","104.37","104.21",
"안양시","03 의류 및 신발","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","55.904","56.766","57.777","60.088","60.735","61.863","63.786","65.724","68.384","68.637","69.311","70.957","72.887","74.683","78.143","80.527","83.104","86.994","89.206","92.786","94.193","96.012","97.097","98.137","98.906","100","100.52","103.65","110.83","114.66","117",
"안양시","04 주택, 수도, 전기 및 연료","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","46.719","49.273","51.781","56.308","55.697","58.724","61.9","65.07","68.838","70.076","71.485","74.451","76.65","79.491","81.082","82.609","86.429","90.497","93.475","95.99","95.884","94.811","96.844","97.379","98.97","100","102.7","108.4","113.96","115.65","118.18",
"안양시","05 가정용품 및 가사 서비스","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","65.25","67.452","66.686","71.112","70.084","69.432","70.849","71.226","73.158","73.517","74.206","73.712","75.857","79.74","82.831","82.887","85.159","86.112","87.588","89.505","92.538","94.42","94.949","97.467","99.371","100","101.57","106.22","112.16","114.27","117.24",
"안양시","06 보건","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","56.407","58.913","60.779","64.187","64.907","69.596","77.691","77.152","79.193","80.005","81.879","83.352","84.464","87.521","90.475","91.813","93.397","94.285","94.453","94.985","96.418","97.439","98.268","98.187","98.224","100","99.74","100.46","102.25","104.15","105.86",
"안양시","07 교통","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","46.685","50.124","55.045","64.782","66.171","69.397","72.491","73.052","76.053","78.847","82.947","86.507","89.52","98.312","94.67","100.123","106.698","110.309","109.521","107.366","98.799","96.934","100.394","103.037","101.32","100","105.48","115.31","111.12","111.79","113.36",
"안양시","08 통신","소비자물가지수[2020=100]","2020=100","","","","","","","","","","","","","","","","","","","","","149.889","150.713","145.518","144.219","142.333","138.324","134.002","127.973","121.426","119.443","117.341","115.572","113.049","111.397","111.192","110.171","108.373","105.491","105.324","105.222","104.991","105.074","105.358","104.467","102.097","100","99.16","100.06","101.14","101.4","100.46",
